MAL-00001 | Fullmetal Alchemist: Brotherhood | Type: Movie | Score: 5.01 | Genre: Comedy
MAL-11884 | Neon Genesis Evangelion Part 73 | Type: Special | Score: 6.84 | Genre: Sci-Fi
MAL-11885 | Code Geass: Lelouch of the Rebellion Part 73 | Type: TV | Score: 6.85 | Genre: Slice of Life
MAL-11886 | Death Note Part 73 | Type: Movie | Score: 6.86 | Genre: Romance
MAL-11887 | Monster Part 73 | Type: OVA | Score: 6.87 | Genre: Suspense
MAL-11888 | Hajime no Ippo Part 73 | Type: ONA | Score: 6.88 | Genre: Adventure
MAL-11889 | Vinland Saga Part 73 | Type: Special | Score: 6.89 | Genre: Sports
MAL-11890 | Mob Psycho 100 Part 73 | Type: TV | Score: 6.9 | Genre: Action
MAL-11891 | One Punch Man Part 73 | Type: Movie | Score: 6.91 | Genre: Comedy
MAL-11892 | My Hero Academia Part 73 | Type: OVA | Score: 6.92 | Genre: Drama
MAL-11893 | Black Clover Part 73 | Type: ONA | Score: 6.93 | Genre: Fantasy
MAL-11894 | Sword Art Online Part 73 | Type: Special | Score: 6.94 | Genre: Sci-Fi
MAL-11895 | Tokyo Ghoul Part 73 | Type: TV | Score: 6.95 | Genre: Slice of Life
MAL-11896 | Your Name. Part 73 | Type: Movie | Score: 6.96 | Genre: Romance
MAL-11897 | Spirited Away Part 73 | Type: OVA | Score: 6.97 | Genre: Suspense
MAL-11898 | A Silent Voice Part 73 | Type: ONA | Score: 6.98 | Genre: Adventure
MAL-11899 | Princess Mononoke Part 73 | Type: Special | Score: 6.99 | Genre: Sports
MAL-11900 | Howl's Moving Castle Part 73 | Type: TV | Score: 7.0 | Genre: Action
MAL-11901 | Violet Evergarden Part 73 | Type: Movie | Score: 7.01 | Genre: Comedy
MAL-11902 | Kaguya-sama: Love is War Part 73 | Type: OVA | Score: 7.02 | Genre: Drama
MAL-11903 | Clannad: After Story Part 73 | Type: ONA | Score: 7.03 | Genre: Fantasy
MAL-11904 | Toradora! Part 73 | Type: Special | Score: 7.04 | Genre: Sci-Fi
MAL-11905 | Anohana: The Flower We Saw That Day Part 73 | Type: TV | Score: 7.05 | Genre: Slice of Life
MAL-11906 | Your Lie in April Part 73 | Type: Movie | Score: 7.06 | Genre: Romance
MAL-11907 | Haikyu!! Part 73 | Type: OVA | Score: 7.07 | Genre: Suspense
MAL-11908 | Kuroko's Basketball Part 73 | Type: ONA | Score: 7.08 | Genre: Adventure
MAL-11909 | Slam Dunk Part 73 | Type: Special | Score: 7.09 | Genre: Sports
MAL-11910 | Blue Lock Part 73 | Type: TV | Score: 7.1 | Genre: Action
MAL-11911 | Ao Ashi Part 73 | Type: Movie | Score: 7.11 | Genre: Comedy
MAL-11912 | Chihayafuru Part 73 | Type: OVA | Score: 7.12 | Genre: Drama
MAL-11913 | Legend of the Galactic Heroes Part 73 | Type: ONA | Score: 7.13 | Genre: Fantasy
MAL-11914 | Pluto Part 73 | Type: Special | Score: 7.14 | Genre: Sci-Fi
MAL-11915 | Monster Part 73 | Type: TV | Score: 7.15 | Genre: Slice of Life
MAL-11916 | Berserk Part 73 | Type: Movie | Score: 7.16 | Genre: Romance
MAL-11917 | Claymore Part 73 | Type: OVA | Score: 7.17 | Genre: Suspense
MAL-11918 | D.Gray-man Part 73 | Type: ONA | Score: 7.18 | Genre: Adventure
MAL-11919 | Soul Eater Part 73 | Type: Special | Score: 7.19 | Genre: Sports
MAL-11920 | Fairy Tail Part 73 | Type: TV | Score: 7.2 | Genre: Action
MAL-11921 | The Seven Deadly Sins Part 73 | Type: Movie | Score: 7.21 | Genre: Comedy
MAL-11922 | Overlord Part 73 | Type: OVA | Score: 7.22 | Genre: Drama
MAL-11923 | That Time I Got Reincarnated as a Slime Part 73 | Type: ONA | Score: 7.23 | Genre: Fantasy
MAL-11924 | Mushoku Tensei: Jobless Reincarnation Part 73 | Type: Special | Score: 7.24 | Genre: Sci-Fi
MAL-11925 | Reincarnated as a Sword Part 73 | Type: TV | Score: 7.25 | Genre: Slice of Life
MAL-11926 | The Eminence in Shadow Part 73 | Type: Movie | Score: 7.26 | Genre: Romance
MAL-11927 | Log Horizon Part 73 | Type: OVA | Score: 7.27 | Genre: Suspense
MAL-11928 | No Game No Life Part 73 | Type: ONA | Score: 7.28 | Genre: Adventure
MAL-11929 | Konosuba: God's Blessing on this Wonderful World! Part 73 | Type: Special | Score: 7.29 | Genre: Sports
MAL-11930 | Re:CREATORS Part 73 | Type: TV | Score: 7.3 | Genre: Action
MAL-11931 | Fate/Zero Part 73 | Type: Movie | Score: 7.31 | Genre: Comedy
MAL-11932 | Fate/stay night: Unlimited Blade Works Part 73 | Type: OVA | Score: 7.32 | Genre: Drama
MAL-11933 | Heaven's Feel Part 73 | Type: ONA | Score: 7.33 | Genre: Fantasy
MAL-11934 | Kara no Kyoukai Part 73 | Type: Special | Score: 7.34 | Genre: Sci-Fi
MAL-11935 | Psycho-Pass Part 73 | Type: TV | Score: 7.35 | Genre: Slice of Life
MAL-11936 | Ghost in the Shell: Stand Alone Complex Part 73 | Type: Movie | Score: 7.36 | Genre: Romance
MAL-11937 | Akira Part 73 | Type: OVA | Score: 7.37 | Genre: Suspense
MAL-11938 | Steins;Gate 0 Part 73 | Type: ONA | Score: 7.38 | Genre: Adventure
MAL-11939 | Erased Part 73 | Type: Special | Score: 7.39 | Genre: Sports
MAL-11940 | The Promised Neverland Part 73 | Type: TV | Score: 7.4 | Genre: Action
MAL-11941 | Made in Abyss Part 73 | Type: Movie | Score: 7.41 | Genre: Comedy
MAL-11942 | Land of the Lustrous Part 73 | Type: OVA | Score: 7.42 | Genre: Drama
MAL-11943 | Girls' Last Tour Part 73 | Type: ONA | Score: 7.43 | Genre: Fantasy
MAL-11944 | Nichijou - My Ordinary Life Part 73 | Type: Special | Score: 7.44 | Genre: Sci-Fi
MAL-11945 | Daily Lives of High School Boys Part 73 | Type: TV | Score: 7.45 | Genre: Slice of Life
MAL-11946 | Grand Blue Dreaming Part 73 | Type: Movie | Score: 7.46 | Genre: Romance
MAL-11947 | Gekkan Shoujo Nozaki-kun Part 73 | Type: OVA | Score: 7.47 | Genre: Suspense
MAL-11948 | K-On! Part 73 | Type: ONA | Score: 7.48 | Genre: Adventure
MAL-11949 | Bocchi the Rock! Part 73 | Type: Special | Score: 7.49 | Genre: Sports
MAL-11950 | Love Live! School Idol Project Part 73 | Type: TV | Score: 7.5 | Genre: Action
MAL-11951 | The Melancholy of Haruhi Suzumiya Part 73 | Type: Movie | Score: 7.51 | Genre: Comedy
MAL-11952 | Lucky Star Part 73 | Type: OVA | Score: 7.52 | Genre: Drama
MAL-11953 | Azumanga Daioh Part 73 | Type: ONA | Score: 7.53 | Genre: Fantasy
MAL-11954 | Tanaka-kun is Always Listless Part 73 | Type: Special | Score: 7.54 | Genre: Sci-Fi
MAL-11955 | School Babysitters Part 73 | Type: TV | Score: 7.55 | Genre: Slice of Life
MAL-11956 | Barakamon Part 73 | Type: Movie | Score: 7.56 | Genre: Romance
MAL-11957 | Silver Spoon Part 73 | Type: OVA | Score: 7.57 | Genre: Suspense
MAL-11958 | March Comes in Like a Lion Part 73 | Type: ONA | Score: 7.58 | Genre: Adventure
MAL-11959 | Honey and Clover Part 73 | Type: Special | Score: 7.59 | Genre: Sports
MAL-11960 | Natsume's Book of Friends Part 73 | Type: TV | Score: 7.6 | Genre: Action
MAL-11961 | Mushishi Part 73 | Type: Movie | Score: 7.61 | Genre: Comedy
MAL-11962 | Kino's Journey Part 73 | Type: OVA | Score: 7.62 | Genre: Drama
MAL-11963 | Spice and Wolf Part 73 | Type: ONA | Score: 7.63 | Genre: Fantasy
MAL-11964 | The Tatami Galaxy Part 73 | Type: Special | Score: 7.64 | Genre: Sci-Fi
MAL-11965 | Ping Pong the Animation Part 73 | Type: TV | Score: 7.65 | Genre: Slice of Life
MAL-11966 | Odd Taxi Part 73 | Type: Movie | Score: 7.66 | Genre: Romance
MAL-11967 | Cyberpunk: Edgerunners Part 73 | Type: OVA | Score: 7.67 | Genre: Suspense
MAL-11968 | Devilman Crybaby Part 73 | Type: ONA | Score: 7.68 | Genre: Adventure
MAL-11969 | Parasyte -the maxim- Part 73 | Type: Special | Score: 7.69 | Genre: Sports
MAL-11970 | Inuyashiki Part 73 | Type: TV | Score: 7.7 | Genre: Action
MAL-11971 | Elfen Lied Part 73 | Type: Movie | Score: 7.71 | Genre: Comedy
MAL-11972 | Deadman Wonderland Part 73 | Type: OVA | Score: 7.72 | Genre: Drama
MAL-11973 | Mirai Nikki Part 73 | Type: ONA | Score: 7.73 | Genre: Fantasy
MAL-11974 | Another Part 73 | Type: Special | Score: 7.74 | Genre: Sci-Fi
MAL-11975 | Shiki Part 73 | Type: TV | Score: 7.75 | Genre: Slice of Life
MAL-11976 | Higurashi: When They Cry Part 73 | Type: Movie | Score: 7.76 | Genre: Romance
MAL-11977 | Summer Time Rendering Part 73 | Type: OVA | Score: 7.77 | Genre: Suspense
MAL-11978 | Ergo Proxy Part 73 | Type: ONA | Score: 7.78 | Genre: Adventure
MAL-11979 | Texhnolyze Part 73 | Type: Special | Score: 7.79 | Genre: Sports
MAL-11980 | Serial Experiments Lain Part 73 | Type: TV | Score: 7.8 | Genre: Action
MAL-11981 | Darker than Black Part 73 | Type: Movie | Score: 7.81 | Genre: Comedy
MAL-11982 | Black Lagoon Part 73 | Type: OVA | Score: 7.82 | Genre: Drama
MAL-11983 | Jormungand Part 73 | Type: ONA | Score: 7.83 | Genre: Fantasy
MAL-11984 | Hellsing Ultimate Part 73 | Type: Special | Score: 7.84 | Genre: Sci-Fi
MAL-11985 | Drifters Part 73 | Type: TV | Score: 7.85 | Genre: Slice of Life
MAL-11986 | Dororo Part 73 | Type: Movie | Score: 7.86 | Genre: Romance
MAL-11987 | Samurai Champloo Part 73 | Type: OVA | Score: 7.87 | Genre: Suspense
MAL-11988 | Rurouni Kenshin Part 73 | Type: ONA | Score: 7.88 | Genre: Adventure
MAL-11989 | Gintama' Part 73 | Type: Special | Score: 7.89 | Genre: Sports
MAL-11990 | Gintama° Part 73 | Type: TV | Score: 7.9 | Genre: Action
MAL-11991 | Gintama: Enchousen Part 73 | Type: Movie | Score: 7.91 | Genre: Comedy
MAL-11992 | Gintama: The Final Part 73 | Type: OVA | Score: 7.92 | Genre: Drama
MAL-11993 | Bleach Part 73 | Type: ONA | Score: 7.93 | Genre: Fantasy
MAL-11994 | Katekyo Hitman Reborn! Part 73 | Type: Special | Score: 7.94 | Genre: Sci-Fi
MAL-11995 | D.Gray-man Hallow Part 73 | Type: TV | Score: 7.95 | Genre: Slice of Life
MAL-11996 | Beelzebub Part 73 | Type: Movie | Score: 7.96 | Genre: Romance
MAL-11997 | Gourmet Girl Graffiti Part 73 | Type: OVA | Score: 7.97 | Genre: Suspense
MAL-11998 | Food Wars! Shokugeki no Soma Part 73 | Type: ONA | Score: 7.98 | Genre: Adventure
MAL-11999 | Yakitate!! Japan Part 73 | Type: Special | Score: 7.99 | Genre: Sports
MAL-12000 | Toriko Part 73 | Type: TV | Score: 8.0 | Genre: Action
MAL-12001 | Golden Kamuy Part 73 | Type: Movie | Score: 8.01 | Genre: Comedy
MAL-12002 | Vinland Saga Season 2 Part 73 | Type: OVA | Score: 8.02 | Genre: Drama
MAL-12003 | Kingdom Part 73 | Type: ONA | Score: 8.03 | Genre: Fantasy
MAL-12004 | The Kings Avatar Part 73 | Type: Special | Score: 8.04 | Genre: Sci-Fi
MAL-12005 | Soul Land Part 73 | Type: TV | Score: 8.05 | Genre: Slice of Life
MAL-12006 | Battle Through the Heavens Part 73 | Type: Movie | Score: 8.06 | Genre: Romance
MAL-12007 | A Will Eternal Part 73 | Type: OVA | Score: 8.07 | Genre: Suspense
MAL-12008 | Perfect World Part 73 | Type: ONA | Score: 8.08 | Genre: Adventure
MAL-12009 | Stellar Transformations Part 73 | Type: Special | Score: 8.09 | Genre: Sports
MAL-12010 | Martial Universe Part 73 | Type: TV | Score: 8.1 | Genre: Action
MAL-12011 | Spare Me, Great Lord! Part 73 | Type: Movie | Score: 8.11 | Genre: Comedy
MAL-12012 | Versatile Mage Part 73 | Type: OVA | Score: 8.12 | Genre: Drama
MAL-12013 | Fullmetal Alchemist: Brotherhood Part 74 | Type: ONA | Score: 8.13 | Genre: Fantasy
MAL-12014 | Frieren: Beyond Journey's End Part 74 | Type: Special | Score: 8.14 | Genre: Sci-Fi
MAL-12015 | Steins;Gate Part 74 | Type: TV | Score: 8.15 | Genre: Slice of Life
MAL-12016 | Attack on Titan Part 74 | Type: Movie | Score: 8.16 | Genre: Romance
MAL-12017 | Hunter x Hunter Part 74 | Type: OVA | Score: 8.17 | Genre: Suspense
MAL-12018 | Bleach: Thousand-Year Blood War Part 74 | Type: ONA | Score: 8.18 | Genre: Adventure
MAL-12019 | Gintama Part 74 | Type: Special | Score: 8.19 | Genre: Sports
MAL-12020 | One Piece Part 74 | Type: TV | Score: 8.2 | Genre: Action
MAL-12021 | Naruto: Shippuden Part 74 | Type: Movie | Score: 8.21 | Genre: Comedy
MAL-12022 | Re:Zero - Starting Life in Another World Part 74 | Type: OVA | Score: 8.22 | Genre: Drama
MAL-12023 | Jujutsu Kaisen Part 74 | Type: ONA | Score: 8.23 | Genre: Fantasy
MAL-12024 | Demon Slayer: Kimetsu no Yaiba Part 74 | Type: Special | Score: 8.24 | Genre: Sci-Fi
MAL-12025 | Chainsaw Man Part 74 | Type: TV | Score: 8.25 | Genre: Slice of Life
MAL-12026 | Cowboy Bebop Part 74 | Type: Movie | Score: 8.26 | Genre: Romance
MAL-12027 | Neon Genesis Evangelion Part 74 | Type: OVA | Score: 8.27 | Genre: Suspense
MAL-12028 | Code Geass: Lelouch of the Rebellion Part 74 | Type: ONA | Score: 8.28 | Genre: Adventure
MAL-12029 | Death Note Part 74 | Type: Special | Score: 8.29 | Genre: Sports
MAL-12030 | Monster Part 74 | Type: TV | Score: 8.3 | Genre: Action
MAL-12031 | Hajime no Ippo Part 74 | Type: Movie | Score: 8.31 | Genre: Comedy
MAL-12032 | Vinland Saga Part 74 | Type: OVA | Score: 8.32 | Genre: Drama
MAL-12033 | Mob Psycho 100 Part 74 | Type: ONA | Score: 8.33 | Genre: Fantasy
MAL-12034 | One Punch Man Part 74 | Type: Special | Score: 8.34 | Genre: Sci-Fi
MAL-12035 | My Hero Academia Part 74 | Type: TV | Score: 8.35 | Genre: Slice of Life
MAL-12036 | Black Clover Part 74 | Type: Movie | Score: 8.36 | Genre: Romance
MAL-12037 | Sword Art Online Part 74 | Type: OVA | Score: 8.37 | Genre: Suspense
MAL-12038 | Tokyo Ghoul Part 74 | Type: ONA | Score: 8.38 | Genre: Adventure
MAL-12039 | Your Name. Part 74 | Type: Special | Score: 8.39 | Genre: Sports
MAL-12040 | Spirited Away Part 74 | Type: TV | Score: 8.4 | Genre: Action
MAL-12041 | A Silent Voice Part 74 | Type: Movie | Score: 8.41 | Genre: Comedy
MAL-12042 | Princess Mononoke Part 74 | Type: OVA | Score: 8.42 | Genre: Drama
MAL-12043 | Howl's Moving Castle Part 74 | Type: ONA | Score: 8.43 | Genre: Fantasy
MAL-12044 | Violet Evergarden Part 74 | Type: Special | Score: 8.44 | Genre: Sci-Fi
MAL-12045 | Kaguya-sama: Love is War Part 74 | Type: TV | Score: 8.45 | Genre: Slice of Life
MAL-12046 | Clannad: After Story Part 74 | Type: Movie | Score: 8.46 | Genre: Romance
MAL-12047 | Toradora! Part 74 | Type: OVA | Score: 8.47 | Genre: Suspense
MAL-12048 | Anohana: The Flower We Saw That Day Part 74 | Type: ONA | Score: 8.48 | Genre: Adventure
MAL-12049 | Your Lie in April Part 74 | Type: Special | Score: 8.49 | Genre: Sports
MAL-12050 | Haikyu!! Part 74 | Type: TV | Score: 8.5 | Genre: Action
MAL-12051 | Kuroko's Basketball Part 74 | Type: Movie | Score: 8.51 | Genre: Comedy
MAL-12052 | Slam Dunk Part 74 | Type: OVA | Score: 8.52 | Genre: Drama
MAL-12053 | Blue Lock Part 74 | Type: ONA | Score: 8.53 | Genre: Fantasy
MAL-12054 | Ao Ashi Part 74 | Type: Special | Score: 8.54 | Genre: Sci-Fi
MAL-12055 | Chihayafuru Part 74 | Type: TV | Score: 8.55 | Genre: Slice of Life
MAL-12056 | Legend of the Galactic Heroes Part 74 | Type: Movie | Score: 8.56 | Genre: Romance
MAL-12057 | Pluto Part 74 | Type: OVA | Score: 8.57 | Genre: Suspense
MAL-12058 | Monster Part 74 | Type: ONA | Score: 8.58 | Genre: Adventure
MAL-12059 | Berserk Part 74 | Type: Special | Score: 8.59 | Genre: Sports
MAL-12060 | Claymore Part 74 | Type: TV | Score: 8.6 | Genre: Action
MAL-12061 | D.Gray-man Part 74 | Type: Movie | Score: 8.61 | Genre: Comedy
MAL-12062 | Soul Eater Part 74 | Type: OVA | Score: 8.62 | Genre: Drama
MAL-12063 | Fairy Tail Part 74 | Type: ONA | Score: 8.63 | Genre: Fantasy
MAL-12064 | The Seven Deadly Sins Part 74 | Type: Special | Score: 8.64 | Genre: Sci-Fi
MAL-12065 | Overlord Part 74 | Type: TV | Score: 8.65 | Genre: Slice of Life
MAL-12066 | That Time I Got Reincarnated as a Slime Part 74 | Type: Movie | Score: 8.66 | Genre: Romance
MAL-12067 | Mushoku Tensei: Jobless Reincarnation Part 74 | Type: OVA | Score: 8.67 | Genre: Suspense
MAL-12068 | Reincarnated as a Sword Part 74 | Type: ONA | Score: 8.68 | Genre: Adventure
MAL-12069 | The Eminence in Shadow Part 74 | Type: Special | Score: 8.69 | Genre: Sports
MAL-12070 | Log Horizon Part 74 | Type: TV | Score: 8.7 | Genre: Action
MAL-12071 | No Game No Life Part 74 | Type: Movie | Score: 8.71 | Genre: Comedy
MAL-12072 | Konosuba: God's Blessing on this Wonderful World! Part 74 | Type: OVA | Score: 8.72 | Genre: Drama
MAL-12073 | Re:CREATORS Part 74 | Type: ONA | Score: 8.73 | Genre: Fantasy
MAL-12074 | Fate/Zero Part 74 | Type: Special | Score: 8.74 | Genre: Sci-Fi
MAL-12075 | Fate/stay night: Unlimited Blade Works Part 74 | Type: TV | Score: 8.75 | Genre: Slice of Life
MAL-12076 | Heaven's Feel Part 74 | Type: Movie | Score: 8.76 | Genre: Romance
MAL-12077 | Kara no Kyoukai Part 74 | Type: OVA | Score: 8.77 | Genre: Suspense
MAL-12078 | Psycho-Pass Part 74 | Type: ONA | Score: 8.78 | Genre: Adventure
MAL-12079 | Ghost in the Shell: Stand Alone Complex Part 74 | Type: Special | Score: 8.79 | Genre: Sports
MAL-12080 | Akira Part 74 | Type: TV | Score: 8.8 | Genre: Action
MAL-12081 | Steins;Gate 0 Part 74 | Type: Movie | Score: 8.81 | Genre: Comedy
MAL-12082 | Erased Part 74 | Type: OVA | Score: 8.82 | Genre: Drama
MAL-12083 | The Promised Neverland Part 74 | Type: ONA | Score: 8.83 | Genre: Fantasy
MAL-12084 | Made in Abyss Part 74 | Type: Special | Score: 8.84 | Genre: Sci-Fi
MAL-12085 | Land of the Lustrous Part 74 | Type: TV | Score: 8.85 | Genre: Slice of Life
MAL-12086 | Girls' Last Tour Part 74 | Type: Movie | Score: 8.86 | Genre: Romance
MAL-12087 | Nichijou - My Ordinary Life Part 74 | Type: OVA | Score: 8.87 | Genre: Suspense
MAL-12088 | Daily Lives of High School Boys Part 74 | Type: ONA | Score: 8.88 | Genre: Adventure
MAL-12089 | Grand Blue Dreaming Part 74 | Type: Special | Score: 8.89 | Genre: Sports
MAL-12090 | Gekkan Shoujo Nozaki-kun Part 74 | Type: TV | Score: 8.9 | Genre: Action
MAL-12091 | K-On! Part 74 | Type: Movie | Score: 8.91 | Genre: Comedy
MAL-12092 | Bocchi the Rock! Part 74 | Type: OVA | Score: 8.92 | Genre: Drama
MAL-12093 | Love Live! School Idol Project Part 74 | Type: ONA | Score: 8.93 | Genre: Fantasy
MAL-12094 | The Melancholy of Haruhi Suzumiya Part 74 | Type: Special | Score: 8.94 | Genre: Sci-Fi
MAL-12095 | Lucky Star Part 74 | Type: TV | Score: 8.95 | Genre: Slice of Life
MAL-12096 | Azumanga Daioh Part 74 | Type: Movie | Score: 8.96 | Genre: Romance
MAL-12097 | Tanaka-kun is Always Listless Part 74 | Type: OVA | Score: 8.97 | Genre: Suspense
MAL-12098 | School Babysitters Part 74 | Type: ONA | Score: 8.98 | Genre: Adventure
MAL-12099 | Barakamon Part 74 | Type: Special | Score: 8.99 | Genre: Sports
MAL-12100 | Silver Spoon Part 74 | Type: TV | Score: 9.0 | Genre: Action
MAL-12101 | March Comes in Like a Lion Part 74 | Type: Movie | Score: 9.01 | Genre: Comedy
MAL-12102 | Honey and Clover Part 74 | Type: OVA | Score: 9.02 | Genre: Drama
MAL-12103 | Natsume's Book of Friends Part 74 | Type: ONA | Score: 9.03 | Genre: Fantasy
MAL-12104 | Mushishi Part 74 | Type: Special | Score: 9.04 | Genre: Sci-Fi
MAL-12105 | Kino's Journey Part 74 | Type: TV | Score: 9.05 | Genre: Slice of Life
MAL-12106 | Spice and Wolf Part 74 | Type: Movie | Score: 9.06 | Genre: Romance
MAL-12107 | The Tatami Galaxy Part 74 | Type: OVA | Score: 9.07 | Genre: Suspense
MAL-12108 | Ping Pong the Animation Part 74 | Type: ONA | Score: 9.08 | Genre: Adventure
MAL-12109 | Odd Taxi Part 74 | Type: Special | Score: 9.09 | Genre: Sports
MAL-12110 | Cyberpunk: Edgerunners Part 74 | Type: TV | Score: 9.1 | Genre: Action
MAL-12111 | Devilman Crybaby Part 74 | Type: Movie | Score: 9.11 | Genre: Comedy
MAL-12112 | Parasyte -the maxim- Part 74 | Type: OVA | Score: 9.12 | Genre: Drama
MAL-12113 | Inuyashiki Part 74 | Type: ONA | Score: 9.13 | Genre: Fantasy
MAL-12114 | Elfen Lied Part 74 | Type: Special | Score: 9.14 | Genre: Sci-Fi
MAL-12115 | Deadman Wonderland Part 74 | Type: TV | Score: 9.15 | Genre: Slice of Life
MAL-12116 | Mirai Nikki Part 74 | Type: Movie | Score: 9.16 | Genre: Romance
MAL-12117 | Another Part 74 | Type: OVA | Score: 9.17 | Genre: Suspense
MAL-12118 | Shiki Part 74 | Type: ONA | Score: 9.18 | Genre: Adventure
MAL-12119 | Higurashi: When They Cry Part 74 | Type: Special | Score: 9.19 | Genre: Sports
MAL-12120 | Summer Time Rendering Part 74 | Type: TV | Score: 9.2 | Genre: Action
MAL-12121 | Ergo Proxy Part 74 | Type: Movie | Score: 9.21 | Genre: Comedy
MAL-12122 | Texhnolyze Part 74 | Type: OVA | Score: 9.22 | Genre: Drama
MAL-12123 | Serial Experiments Lain Part 74 | Type: ONA | Score: 9.23 | Genre: Fantasy
MAL-12124 | Darker than Black Part 74 | Type: Special | Score: 9.24 | Genre: Sci-Fi
MAL-12125 | Black Lagoon Part 74 | Type: TV | Score: 9.25 | Genre: Slice of Life
MAL-12126 | Jormungand Part 74 | Type: Movie | Score: 9.26 | Genre: Romance
MAL-12127 | Hellsing Ultimate Part 74 | Type: OVA | Score: 9.27 | Genre: Suspense
MAL-12128 | Drifters Part 74 | Type: ONA | Score: 9.28 | Genre: Adventure
MAL-12129 | Dororo Part 74 | Type: Special | Score: 9.29 | Genre: Sports
MAL-12130 | Samurai Champloo Part 74 | Type: TV | Score: 9.3 | Genre: Action
MAL-12131 | Rurouni Kenshin Part 74 | Type: Movie | Score: 9.31 | Genre: Comedy
MAL-12132 | Gintama' Part 74 | Type: OVA | Score: 9.32 | Genre: Drama
MAL-12133 | Gintama° Part 74 | Type: ONA | Score: 9.33 | Genre: Fantasy
MAL-12134 | Gintama: Enchousen Part 74 | Type: Special | Score: 9.34 | Genre: Sci-Fi
MAL-12135 | Gintama: The Final Part 74 | Type: TV | Score: 9.35 | Genre: Slice of Life
MAL-12136 | Bleach Part 74 | Type: Movie | Score: 9.36 | Genre: Romance
MAL-12137 | Katekyo Hitman Reborn! Part 74 | Type: OVA | Score: 9.37 | Genre: Suspense
MAL-12138 | D.Gray-man Hallow Part 74 | Type: ONA | Score: 9.38 | Genre: Adventure
MAL-12139 | Beelzebub Part 74 | Type: Special | Score: 9.39 | Genre: Sports
MAL-12140 | Gourmet Girl Graffiti Part 74 | Type: TV | Score: 9.4 | Genre: Action
MAL-12141 | Food Wars! Shokugeki no Soma Part 74 | Type: Movie | Score: 9.41 | Genre: Comedy
MAL-12142 | Yakitate!! Japan Part 74 | Type: OVA | Score: 9.42 | Genre: Drama
MAL-12143 | Toriko Part 74 | Type: ONA | Score: 9.43 | Genre: Fantasy
MAL-12144 | Golden Kamuy Part 74 | Type: Special | Score: 9.44 | Genre: Sci-Fi
MAL-12145 | Vinland Saga Season 2 Part 74 | Type: TV | Score: 9.45 | Genre: Slice of Life
MAL-12146 | Kingdom Part 74 | Type: Movie | Score: 9.46 | Genre: Romance
MAL-12147 | The Kings Avatar Part 74 | Type: OVA | Score: 9.47 | Genre: Suspense
MAL-12148 | Soul Land Part 74 | Type: ONA | Score: 9.48 | Genre: Adventure
MAL-12149 | Battle Through the Heavens Part 74 | Type: Special | Score: 9.49 | Genre: Sports
MAL-12150 | A Will Eternal Part 74 | Type: TV | Score: 5.0 | Genre: Action
MAL-12151 | Perfect World Part 74 | Type: Movie | Score: 5.01 | Genre: Comedy
MAL-12152 | Stellar Transformations Part 74 | Type: OVA | Score: 5.02 | Genre: Drama
MAL-12153 | Martial Universe Part 74 | Type: ONA | Score: 5.03 | Genre: Fantasy
MAL-12154 | Spare Me, Great Lord! Part 74 | Type: Special | Score: 5.04 | Genre: Sci-Fi
MAL-12155 | Versatile Mage Part 74 | Type: TV | Score: 5.05 | Genre: Slice of Life
MAL-12156 | Fullmetal Alchemist: Brotherhood Part 75 | Type: Movie | Score: 5.06 | Genre: Romance
MAL-12157 | Frieren: Beyond Journey's End Part 75 | Type: OVA | Score: 5.07 | Genre: Suspense
MAL-12158 | Steins;Gate Part 75 | Type: ONA | Score: 5.08 | Genre: Adventure
MAL-12159 | Attack on Titan Part 75 | Type: Special | Score: 5.09 | Genre: Sports
MAL-12160 | Hunter x Hunter Part 75 | Type: TV | Score: 5.1 | Genre: Action
MAL-12161 | Bleach: Thousand-Year Blood War Part 75 | Type: Movie | Score: 5.11 | Genre: Comedy
MAL-12162 | Gintama Part 75 | Type: OVA | Score: 5.12 | Genre: Drama
MAL-12163 | One Piece Part 75 | Type: ONA | Score: 5.13 | Genre: Fantasy
MAL-12164 | Naruto: Shippuden Part 75 | Type: Special | Score: 5.14 | Genre: Sci-Fi
MAL-12165 | Re:Zero - Starting Life in Another World Part 75 | Type: TV | Score: 5.15 | Genre: Slice of Life
MAL-12166 | Jujutsu Kaisen Part 75 | Type: Movie | Score: 5.16 | Genre: Romance
MAL-12167 | Demon Slayer: Kimetsu no Yaiba Part 75 | Type: OVA | Score: 5.17 | Genre: Suspense
MAL-12168 | Chainsaw Man Part 75 | Type: ONA | Score: 5.18 | Genre: Adventure
MAL-12169 | Cowboy Bebop Part 75 | Type: Special | Score: 5.19 | Genre: Sports
MAL-12170 | Neon Genesis Evangelion Part 75 | Type: TV | Score: 5.2 | Genre: Action
MAL-12171 | Code Geass: Lelouch of the Rebellion Part 75 | Type: Movie | Score: 5.21 | Genre: Comedy
MAL-12172 | Death Note Part 75 | Type: OVA | Score: 5.22 | Genre: Drama
MAL-12173 | Monster Part 75 | Type: ONA | Score: 5.23 | Genre: Fantasy
MAL-12174 | Hajime no Ippo Part 75 | Type: Special | Score: 5.24 | Genre: Sci-Fi
MAL-12175 | Vinland Saga Part 75 | Type: TV | Score: 5.25 | Genre: Slice of Life
MAL-12176 | Mob Psycho 100 Part 75 | Type: Movie | Score: 5.26 | Genre: Romance
